X[s],R TRICEPS BRACHII: EMG 6,X[s],R TRICEPS BRACHII: EMG 6->filter (FilterSlidingRMS27)
1.463559,5.87E-06,1.463559,1.70E-05
1.464353,1.33E-05,1.464353,1.69E-05
1.465147,1.76E-05,1.465147,1.69E-05
1.465941,1.61E-05,1.465941,1.68E-05
1.466735,1.78E-05,1.466735,1.67E-05
1.467529,1.16E-05,1.467529,1.66E-05
1.468323,-4.87E-06,1.468323,1.65E-05
1.469118,-2.17E-05,1.469118,1.65E-05
1.469912,-3.24E-05,1.469912,1.65E-05
1.470706,-3.51E-05,1.470706,1.65E-05
1.4715,-2.77E-05,1.4715,1.66E-05
1.472294,-1.63E-05,1.472294,1.66E-05
1.473088,-1.38E-05,1.473088,1.66E-05
1.473882,-1.02E-05,1.473882,1.66E-05
1.474676,-1.06E-05,1.474676,1.66E-05
1.475471,-1.56E-05,1.475471,1.66E-05
1.476265,-1.16E-05,1.476265,1.66E-05
1.477059,-9.06E-06,1.477059,1.66E-05
1.477853,-7.22E-06,1.477853,1.66E-05
1.478647,-3.86E-06,1.478647,1.66E-05
1.479441,-2.01E-06,1.479441,1.66E-05
1.480235,3.86E-06,1.480235,1.66E-05
1.481029,6.88E-06,1.481029,1.66E-05
1.481824,1.85E-06,1.481824,1.66E-05
1.482618,-4.20E-06,1.482618,1.66E-05
1.483412,5.04E-07,1.483412,1.66E-05
1.484206,4.20E-06,1.484206,1.66E-05
1.485,1.24E-05,1.485,1.66E-05
1.485794,1.51E-05,1.485794,1.66E-05
1.486588,1.39E-05,1.486588,1.66E-05
1.487382,1.16E-05,1.487382,1.67E-05
1.488176,8.39E-06,1.488176,1.67E-05
1.488971,-4.36E-06,1.488971,1.67E-05
1.489765,-1.51E-05,1.489765,1.67E-05
1.490559,-3.99E-05,1.490559,1.67E-05
1.491353,-3.21E-05,1.491353,1.68E-05
1.492147,-1.19E-05,1.492147,1.68E-05
1.492941,-9.90E-06,1.492941,1.68E-05
1.493735,-9.57E-06,1.493735,1.67E-05
1.494529,-9.74E-06,1.494529,1.66E-05
1.495324,-4.70E-06,1.495324,1.65E-05
1.496118,-4.53E-06,1.496118,1.64E-05
1.496912,-1.23E-05,1.496912,1.63E-05
1.497706,-1.93E-05,1.497706,1.62E-05
1.4985,-2.22E-05,1.4985,1.61E-05
1.499294,-1.63E-05,1.499294,1.61E-05
1.500088,-2.52E-06,1.500088,1.61E-05
1.500882,6.21E-06,1.500882,1.60E-05
1.501676,7.89E-06,1.501676,1.60E-05
1.502471,1.19E-05,1.502471,1.60E-05
1.503265,1.80E-05,1.503265,1.60E-05
1.504059,2.03E-05,1.504059,1.61E-05
1.504853,2.01E-05,1.504853,1.61E-05
1.505647,9.90E-06,1.505647,1.61E-05
1.506441,-9.06E-06,1.506441,1.61E-05
1.507235,-2.80E-05,1.507235,1.61E-05
1.508029,-1.98E-05,1.508029,1.61E-05
1.508824,-3.69E-06,1.508824,1.59E-05
1.509618,6.55E-06,1.509618,1.57E-05
1.510412,6.55E-06,1.510412,1.55E-05
1.511206,-8.39E-07,1.511206,1.53E-05
1.512,1.85E-06,1.512,1.52E-05
1.512794,1.66E-05,1.512794,1.51E-05
1.513588,1.78E-05,1.513588,1.51E-05
1.514382,1.33E-05,1.514382,1.50E-05
1.515176,5.71E-06,1.515176,1.50E-05
1.515971,-8.90E-06,1.515971,1.49E-05
1.516765,-2.10E-05,1.516765,1.49E-05
1.517559,-5.07E-05,1.517559,1.49E-05
1.518353,-6.63E-05,1.518353,1.51E-05
1.519147,-4.38E-05,1.519147,1.55E-05
1.519941,-2.64E-05,1.519941,1.57E-05
1.520735,-2.06E-05,1.520735,1.57E-05
1.521529,-2.64E-05,1.521529,1.58E-05
1.522323,-3.31E-05,1.522323,1.58E-05
1.523118,-3.17E-05,1.523118,1.59E-05
1.523912,-2.13E-05,1.523912,1.60E-05
1.524706,-1.16E-05,1.524706,1.60E-05
1.5255,-5.87E-06,1.5255,1.60E-05
1.526294,-4.87E-06,1.526294,1.60E-05
1.527088,-8.90E-06,1.527088,1.61E-05
1.527882,-6.88E-06,1.527882,1.61E-05
1.528676,-5.54E-06,1.528676,1.60E-05
1.529471,-4.20E-06,1.529471,1.60E-05
1.530265,-2.35E-06,1.530265,1.60E-05
1.531059,-3.19E-06,1.531059,1.60E-05
1.531853,-8.90E-06,1.531853,1.60E-05
1.532647,-1.76E-05,1.532647,1.60E-05
1.533441,-1.09E-05,1.533441,1.60E-05
1.534235,-9.23E-06,1.534235,1.60E-05
1.535029,-1.31E-05,1.535029,1.60E-05
1.535823,-1.76E-05,1.535823,1.60E-05
1.536618,-1.96E-05,1.536618,1.60E-05
1.537412,-1.80E-05,1.537412,1.60E-05
1.538206,-1.09E-05,1.538206,1.60E-05
1.539,-5.04E-06,1.539,1.60E-05
1.539794,-5.20E-06,1.539794,1.60E-05
1.540588,-5.04E-06,1.540588,1.60E-05
1.541382,-5.71E-06,1.541382,1.60E-05
1.542176,-1.26E-05,1.542176,1.59E-05
1.542971,-1.09E-05,1.542971,1.59E-05
1.543765,-6.21E-06,1.543765,1.59E-05
1.544559,-1.26E-05,1.544559,1.59E-05
1.545353,-1.29E-05,1.545353,1.59E-05
1.546147,-5.37E-06,1.546147,1.59E-05
1.546941,-3.36E-06,1.546941,1.59E-05
1.547735,-9.57E-06,1.547735,1.59E-05
1.548529,-6.38E-06,1.548529,1.60E-05
1.549324,-5.71E-06,1.549324,1.60E-05
1.550118,-4.53E-06,1.550118,1.60E-05
1.550912,-6.21E-06,1.550912,1.60E-05
1.551706,-8.22E-06,1.551706,1.60E-05
1.5525,-7.22E-06,1.5525,1.60E-05
1.553294,-1.29E-05,1.553294,1.60E-05
1.554088,-1.51E-05,1.554088,1.60E-05
1.554882,-1.31E-05,1.554882,1.60E-05
1.555676,-8.56E-06,1.555676,1.60E-05
1.556471,-3.52E-06,1.556471,1.60E-05
1.557265,8.39E-07,1.557265,1.59E-05
1.558059,3.19E-06,1.558059,1.59E-05
1.558853,3.86E-06,1.558853,1.58E-05
1.559647,5.54E-06,1.559647,1.58E-05
1.560441,8.56E-06,1.560441,1.58E-05
1.561235,8.56E-06,1.561235,1.58E-05
1.562029,-2.85E-06,1.562029,1.58E-05
1.562824,-3.19E-06,1.562824,1.58E-05
1.563618,6.55E-06,1.563618,1.58E-05
1.564412,8.90E-06,1.564412,1.58E-05
1.565206,3.19E-06,1.565206,1.58E-05
1.566,8.90E-06,1.566,1.58E-05
1.566794,8.56E-06,1.566794,1.58E-05
1.567588,1.85E-06,1.567588,1.58E-05
1.568382,-1.68E-06,1.568382,1.58E-05
1.569176,-1.68E-06,1.569176,1.57E-05
1.569971,-7.55E-06,1.569971,1.57E-05
1.570765,-2.06E-05,1.570765,1.57E-05
1.571559,-2.94E-05,1.571559,1.57E-05
1.572353,-3.61E-05,1.572353,1.58E-05
1.573147,-3.64E-05,1.573147,1.59E-05
1.573941,-2.87E-05,1.573941,1.60E-05
1.574735,-1.78E-05,1.574735,1.61E-05
1.575529,-2.03E-05,1.575529,1.62E-05
1.576324,-1.11E-05,1.576324,1.62E-05
1.577118,2.52E-06,1.577118,1.62E-05
1.577912,1.59E-05,1.577912,1.62E-05
1.578706,2.48E-05,1.578706,1.62E-05
1.5795,6.21E-06,1.5795,1.63E-05
1.580294,-1.16E-05,1.580294,1.62E-05
1.581088,-2.40E-05,1.581088,1.61E-05
1.581882,-1.80E-05,1.581882,1.62E-05
1.582676,-5.87E-06,1.582676,1.62E-05
1.583471,-3.36E-06,1.583471,1.61E-05
1.584265,-8.39E-07,1.584265,1.61E-05
1.585059,1.68E-06,1.585059,1.61E-05
1.585853,5.04E-07,1.585853,1.61E-05
1.586647,-4.53E-06,1.586647,1.61E-05
1.587441,-2.52E-06,1.587441,1.61E-05
1.588235,3.52E-06,1.588235,1.60E-05
1.589029,-2.35E-06,1.589029,1.59E-05
1.589823,-5.54E-06,1.589823,1.58E-05
1.590618,-9.90E-06,1.590618,1.58E-05
1.591412,-1.59E-05,1.591412,1.57E-05
1.592206,-1.80E-05,1.592206,1.53E-05
1.593,-1.46E-05,1.593,1.52E-05
1.593794,-1.49E-05,1.593794,1.52E-05
1.594588,-9.57E-06,1.594588,1.52E-05
1.595382,-1.17E-06,1.595382,1.52E-05
1.596177,5.20E-06,1.596177,1.52E-05
1.596971,8.90E-06,1.596971,1.52E-05
1.597765,9.74E-06,1.597765,1.52E-05
1.598559,-3.86E-06,1.598559,1.52E-05
1.599353,-2.43E-05,1.599353,1.52E-05
1.600147,-6.21E-06,1.600147,1.52E-05
1.600941,1.31E-05,1.600941,1.52E-05
1.601735,1.26E-05,1.601735,1.52E-05
1.602529,1.43E-05,1.602529,1.52E-05
1.603323,9.90E-06,1.603323,1.51E-05
1.604118,5.87E-06,1.604118,1.51E-05
1.604912,-1.85E-06,1.604912,1.50E-05
1.605706,-1.85E-06,1.605706,1.50E-05
1.6065,-7.22E-06,1.6065,1.50E-05
1.607294,-1.83E-05,1.607294,1.50E-05
1.608088,-1.83E-05,1.608088,1.50E-05
1.608882,-8.90E-06,1.608882,1.51E-05
1.609676,-1.85E-06,1.609676,1.51E-05
1.610471,8.39E-07,1.610471,1.51E-05
1.611265,6.71E-07,1.611265,1.50E-05
1.612059,1.17E-06,1.612059,1.50E-05
1.612853,1.17E-06,1.612853,1.50E-05
1.613647,-1.51E-06,1.613647,1.50E-05
1.614441,-4.20E-06,1.614441,1.50E-05
1.615235,-2.85E-06,1.615235,1.50E-05
1.616029,-1.85E-06,1.616029,1.50E-05
1.616824,-6.38E-06,1.616824,1.50E-05
1.617618,-4.53E-06,1.617618,1.50E-05
1.618412,8.39E-07,1.618412,1.50E-05
1.619206,-6.21E-06,1.619206,1.50E-05
1.62,-1.63E-05,1.62,1.50E-05
1.620794,-2.23E-05,1.620794,1.50E-05
1.621588,-1.95E-05,1.621588,1.50E-05
1.622382,-1.58E-05,1.622382,1.51E-05
1.623176,-1.64E-05,1.623176,1.51E-05
1.623971,-1.66E-05,1.623971,1.51E-05
1.624765,-1.49E-05,1.624765,1.51E-05
1.625559,-1.33E-05,1.625559,1.52E-05
1.626353,-1.09E-05,1.626353,1.52E-05
1.627147,-8.22E-06,1.627147,1.52E-05
1.627941,-4.20E-06,1.627941,1.52E-05
1.628735,3.69E-06,1.628735,1.52E-05
1.629529,1.06E-05,1.629529,1.52E-05
1.630324,5.87E-06,1.630324,1.52E-05
1.631118,-4.03E-06,1.631118,1.51E-05
1.631912,-5.54E-06,1.631912,1.51E-05
1.632706,-1.85E-05,1.632706,1.51E-05
1.6335,-3.05E-05,1.6335,1.52E-05
1.634294,-2.90E-05,1.634294,1.53E-05
1.635088,-2.17E-05,1.635088,1.54E-05
1.635882,-1.91E-05,1.635882,1.54E-05
1.636676,-1.56E-05,1.636676,1.54E-05
1.637471,-1.02E-05,1.637471,1.55E-05
1.638265,-3.86E-06,1.638265,1.55E-05
1.639059,1.17E-06,1.639059,1.55E-05
1.639853,-5.04E-07,1.639853,1.55E-05
1.640647,-1.51E-06,1.640647,1.55E-05
1.641441,-4.36E-06,1.641441,1.55E-05
1.642235,-1.06E-05,1.642235,1.55E-05
1.643029,-2.06E-05,1.643029,1.55E-05
1.643824,-1.86E-05,1.643824,1.55E-05
1.644618,-1.39E-05,1.644618,1.55E-05
1.645412,-1.29E-05,1.645412,1.55E-05
1.646206,-1.11E-05,1.646206,1.55E-05
1.647,-3.19E-06,1.647,1.54E-05
1.647794,1.17E-06,1.647794,1.54E-05
1.648588,-4.20E-06,1.648588,1.54E-05
1.649382,-1.49E-05,1.649382,1.54E-05
1.650176,-2.37E-05,1.650176,1.54E-05
1.650971,-2.20E-05,1.650971,1.54E-05
1.651765,-1.73E-05,1.651765,1.55E-05
1.652559,-2.03E-05,1.652559,1.55E-05
1.653353,-1.64E-05,1.653353,1.55E-05
1.654147,-3.52E-06,1.654147,1.54E-05
1.654941,4.87E-06,1.654941,1.54E-05
1.655735,-2.18E-06,1.655735,1.53E-05
1.656529,-7.39E-06,1.656529,1.52E-05
1.657323,-2.52E-06,1.657323,1.50E-05
1.658118,8.90E-06,1.658118,1.50E-05
1.658912,1.16E-05,1.658912,1.50E-05
1.659706,7.89E-06,1.659706,1.50E-05
1.6605,4.20E-06,1.6605,1.50E-05
1.661294,-4.20E-06,1.661294,1.50E-05
1.662088,-4.87E-06,1.662088,1.50E-05
1.662882,4.36E-06,1.662882,1.50E-05
1.663677,8.56E-06,1.663677,1.50E-05
1.664471,7.55E-06,1.664471,1.50E-05
1.665265,2.18E-06,1.665265,1.50E-05
1.666059,-2.85E-06,1.666059,1.50E-05
1.666853,1.85E-06,1.666853,1.50E-05
1.667647,8.39E-06,1.667647,1.49E-05
1.668441,9.06E-06,1.668441,1.49E-05
1.669235,8.56E-06,1.669235,1.49E-05
1.670029,8.39E-07,1.670029,1.49E-05
1.670823,-1.33E-05,1.670823,1.48E-05
1.671618,-3.00E-05,1.671618,1.47E-05
1.672412,-2.27E-05,1.672412,1.48E-05
1.673206,-1.28E-05,1.673206,1.48E-05
1.674,-1.44E-05,1.674,1.48E-05
1.674794,-1.49E-05,1.674794,1.49E-05
1.675588,-2.27E-05,1.675588,1.49E-05
1.676382,-3.27E-05,1.676382,1.49E-05
1.677176,-4.92E-05,1.677176,1.48E-05
1.677971,-4.92E-05,1.677971,1.49E-05
1.678765,-3.71E-05,1.678765,1.52E-05
1.679559,-2.37E-05,1.679559,1.53E-05
1.680353,-1.83E-05,1.680353,1.54E-05
1.681147,-1.96E-05,1.681147,1.54E-05
1.681941,-2.20E-05,1.681941,1.53E-05
1.682735,-2.23E-05,1.682735,1.52E-05
1.683529,-2.60E-05,1.683529,1.52E-05
1.684324,-2.74E-05,1.684324,1.53E-05
1.685118,-1.70E-05,1.685118,1.53E-05
1.685912,-2.18E-06,1.685912,1.53E-05
1.686706,8.39E-06,1.686706,1.53E-05
1.6875,7.89E-06,1.6875,1.53E-05
1.688294,1.34E-05,1.688294,1.53E-05
1.689088,1.71E-05,1.689088,1.53E-05
1.689882,1.63E-05,1.689882,1.54E-05
1.690676,1.53E-05,1.690676,1.54E-05
1.691471,1.56E-05,1.691471,1.54E-05
1.692265,1.23E-05,1.692265,1.54E-05
1.693059,-3.36E-07,1.693059,1.54E-05
1.693853,-1.38E-05,1.693853,1.54E-05
1.694647,-2.74E-05,1.694647,1.54E-05
1.695441,-2.00E-05,1.695441,1.54E-05
1.696235,6.55E-06,1.696235,1.55E-05
1.697029,1.64E-05,1.697029,1.55E-05
1.697824,2.23E-05,1.697824,1.55E-05
1.698618,2.75E-05,1.698618,1.55E-05
1.699412,2.37E-05,1.699412,1.56E-05
1.700206,3.02E-06,1.700206,1.56E-05
1.701,-2.25E-05,1.701,1.56E-05
1.701794,-1.19E-05,1.701794,1.57E-05
1.702588,2.35E-06,1.702588,1.57E-05
1.703382,-5.04E-07,1.703382,1.56E-05
1.704176,1.17E-06,1.704176,1.56E-05
1.704971,1.85E-06,1.704971,1.55E-05
1.705765,1.01E-06,1.705765,1.55E-05
1.706559,1.17E-06,1.706559,1.55E-05
1.707353,2.18E-06,1.707353,1.55E-05
1.708147,-4.70E-06,1.708147,1.55E-05
1.708941,-8.56E-06,1.708941,1.55E-05
1.709735,-8.22E-06,1.709735,1.55E-05
1.710529,-2.85E-06,1.710529,1.55E-05
1.711323,-2.01E-06,1.711323,1.55E-05
1.712118,-3.02E-06,1.712118,1.55E-05
1.712912,-3.19E-06,1.712912,1.55E-05
1.713706,-7.55E-06,1.713706,1.55E-05
1.7145,-1.02E-05,1.7145,1.55E-05
1.715294,-1.12E-05,1.715294,1.54E-05
1.716088,-1.11E-05,1.716088,1.54E-05
1.716882,-9.57E-06,1.716882,1.54E-05
1.717676,-7.22E-06,1.717676,1.54E-05
1.718471,-2.85E-06,1.718471,1.54E-05
1.719265,-5.04E-07,1.719265,1.54E-05
1.720059,-4.87E-06,1.720059,1.53E-05
1.720853,-1.06E-05,1.720853,1.51E-05
1.721647,-1.53E-05,1.721647,1.51E-05
1.722441,-1.85E-05,1.722441,1.51E-05
1.723235,-8.39E-06,1.723235,1.51E-05
1.724029,-2.18E-06,1.724029,1.51E-05
1.724823,-3.02E-06,1.724823,1.51E-05
1.725618,1.17E-06,1.725618,1.50E-05
1.726412,2.52E-06,1.726412,1.50E-05
1.727206,-1.17E-06,1.727206,1.50E-05
1.728,-8.39E-07,1.728,1.50E-05
1.728794,-4.20E-06,1.728794,1.50E-05
1.729588,-7.05E-06,1.729588,1.50E-05
1.730382,-1.24E-05,1.730382,1.50E-05
1.731176,-2.64E-05,1.731176,1.50E-05
1.731971,-3.24E-05,1.731971,1.51E-05
1.732765,-2.74E-05,1.732765,1.52E-05
1.733559,-2.57E-05,1.733559,1.53E-05
1.734353,-2.08E-05,1.734353,1.53E-05
1.735147,-1.63E-05,1.735147,1.54E-05
1.735941,-9.57E-06,1.735941,1.54E-05
1.736735,-3.02E-06,1.736735,1.54E-05
1.737529,-6.55E-06,1.737529,1.54E-05
1.738323,-1.43E-05,1.738323,1.53E-05
1.739118,-1.28E-05,1.739118,1.54E-05
1.739912,-1.96E-05,1.739912,1.54E-05
1.740706,-1.44E-05,1.740706,1.52E-05
1.7415,-1.43E-05,1.7415,1.51E-05
1.742294,-1.51E-05,1.742294,1.52E-05
1.743088,-6.88E-06,1.743088,1.52E-05
1.743882,-7.05E-06,1.743882,1.52E-05
1.744676,-1.49E-05,1.744676,1.52E-05
1.745471,-1.06E-05,1.745471,1.52E-05
1.746265,-1.85E-06,1.746265,1.52E-05
1.747059,8.39E-07,1.747059,1.52E-05
1.747853,-1.68E-06,1.747853,1.51E-05
1.748647,-7.22E-06,1.748647,1.51E-05
1.749441,-3.19E-06,1.749441,1.51E-05
1.750235,3.19E-06,1.750235,1.51E-05
1.751029,-3.36E-07,1.751029,1.51E-05
1.751824,-6.38E-06,1.751824,1.51E-05
1.752618,-4.36E-06,1.752618,1.50E-05
1.753412,-2.85E-06,1.753412,1.50E-05
1.754206,1.17E-06,1.754206,1.50E-05
1.755,3.86E-06,1.755,1.49E-05
1.755794,5.04E-06,1.755794,1.49E-05
1.756588,-1.68E-07,1.756588,1.49E-05
1.757382,3.36E-07,1.757382,1.48E-05
1.758176,3.36E-07,1.758176,1.48E-05
1.758971,-1.68E-07,1.758971,1.48E-05
1.759765,-1.68E-07,1.759765,1.48E-05
1.760559,-7.89E-06,1.760559,1.48E-05
1.761353,-1.46E-05,1.761353,1.48E-05
1.762147,-5.54E-06,1.762147,1.48E-05
1.762941,-3.52E-06,1.762941,1.48E-05
1.763735,0,1.763735,1.47E-05
1.764529,1.01E-06,1.764529,1.47E-05
1.765324,-7.22E-06,1.765324,1.47E-05
1.766118,-2.30E-05,1.766118,1.47E-05
1.766912,-2.94E-05,1.766912,1.47E-05
1.767706,-3.37E-05,1.767706,1.45E-05
1.7685,-2.99E-05,1.7685,1.42E-05
1.769294,-3.71E-05,1.769294,1.41E-05
1.770088,-3.91E-05,1.770088,1.41E-05
1.770882,-1.49E-05,1.770882,1.43E-05
1.771676,-8.90E-06,1.771676,1.42E-05
1.772471,-1.16E-05,1.772471,1.41E-05
1.773265,-3.52E-06,1.773265,1.40E-05
1.774059,3.86E-06,1.774059,1.39E-05
1.774853,9.90E-06,1.774853,1.39E-05
1.775647,1.33E-05,1.775647,1.39E-05
1.776441,7.89E-06,1.776441,1.40E-05
1.777235,-1.01E-06,1.777235,1.40E-05
1.778029,8.39E-07,1.778029,1.40E-05
1.778823,-2.52E-06,1.778823,1.39E-05
1.779618,-5.87E-06,1.779618,1.39E-05
1.780412,-2.69E-06,1.780412,1.39E-05
1.781206,2.52E-06,1.781206,1.39E-05
1.782,4.53E-06,1.782,1.39E-05
1.782794,6.55E-06,1.782794,1.39E-05
1.783588,6.38E-06,1.783588,1.39E-05
1.784382,6.55E-06,1.784382,1.39E-05
1.785176,4.53E-06,1.785176,1.39E-05
1.785971,-5.37E-06,1.785971,1.38E-05
1.786765,-1.85E-06,1.786765,1.38E-05
1.787559,-3.52E-06,1.787559,1.38E-05
1.788353,-1.11E-05,1.788353,1.38E-05
1.789147,-1.02E-05,1.789147,1.38E-05
1.789941,-1.12E-05,1.789941,1.38E-05
1.790735,-1.19E-05,1.790735,1.38E-05
1.791529,-1.56E-05,1.791529,1.38E-05
1.792323,-1.76E-05,1.792323,1.38E-05
1.793118,-1.09E-05,1.793118,1.38E-05
1.793912,-1.56E-05,1.793912,1.38E-05
1.794706,-2.67E-05,1.794706,1.39E-05
1.7955,-2.94E-05,1.7955,1.39E-05
1.796294,-2.60E-05,1.796294,1.40E-05
1.797088,-1.73E-05,1.797088,1.41E-05
1.797882,-3.19E-06,1.797882,1.41E-05
1.798676,-2.01E-06,1.798676,1.41E-05
1.799471,-1.17E-06,1.799471,1.41E-05
1.800265,-1.51E-06,1.800265,1.41E-05
1.801059,-1.12E-05,1.801059,1.41E-05
1.801853,-3.98E-05,1.801853,1.41E-05
1.802647,-2.60E-05,1.802647,1.43E-05
1.803441,-8.39E-07,1.803441,1.43E-05
1.804235,8.39E-07,1.804235,1.43E-05
1.805029,1.17E-06,1.805029,1.43E-05
1.805823,-5.87E-06,1.805823,1.43E-05
1.806618,-1.24E-05,1.806618,1.43E-05
1.807412,-6.21E-06,1.807412,1.43E-05
1.808206,-1.01E-06,1.808206,1.43E-05
1.809,1.85E-06,1.809,1.43E-05
1.809794,5.04E-07,1.809794,1.43E-05
1.810588,-4.36E-06,1.810588,1.43E-05
1.811382,-8.22E-06,1.811382,1.43E-05
1.812176,-1.41E-05,1.812176,1.43E-05
1.812971,-1.29E-05,1.812971,1.43E-05
1.813765,-7.05E-06,1.813765,1.43E-05
1.814559,-2.18E-06,1.814559,1.43E-05
1.815353,1.68E-07,1.815353,1.43E-05
1.816147,-2.18E-06,1.816147,1.43E-05
1.816941,-4.70E-06,1.816941,1.43E-05
1.817735,-1.07E-05,1.817735,1.43E-05
1.818529,-5.20E-06,1.818529,1.43E-05
1.819324,6.21E-06,1.819324,1.43E-05
1.820118,1.23E-05,1.820118,1.43E-05
1.820912,1.49E-05,1.820912,1.43E-05
1.821706,1.51E-05,1.821706,1.42E-05
1.8225,1.41E-05,1.8225,1.41E-05
1.823294,8.56E-06,1.823294,1.40E-05
1.824088,6.38E-06,1.824088,1.39E-05
1.824882,7.22E-06,1.824882,1.38E-05
1.825676,5.20E-06,1.825676,1.38E-05
1.826471,-4.87E-06,1.826471,1.38E-05
1.827265,-1.02E-05,1.827265,1.38E-05
1.828059,-1.19E-05,1.828059,1.38E-05
1.828853,-1.63E-05,1.828853,1.37E-05
1.829647,-1.83E-05,1.829647,1.38E-05
1.830441,-1.29E-05,1.830441,1.38E-05
1.831235,-7.55E-06,1.831235,1.37E-05
1.832029,-8.22E-06,1.832029,1.37E-05
1.832824,-1.53E-05,1.832824,1.37E-05
1.833618,-1.56E-05,1.833618,1.37E-05
1.834412,-1.12E-05,1.834412,1.38E-05
1.835206,-8.56E-06,1.835206,1.38E-05
1.836,3.36E-07,1.836,1.38E-05
1.836794,7.55E-06,1.836794,1.38E-05
1.837588,1.04E-05,1.837588,1.38E-05
1.838382,6.88E-06,1.838382,1.38E-05
1.839176,-6.21E-06,1.839176,1.38E-05
1.839971,-1.31E-05,1.839971,1.38E-05
1.840765,-1.49E-05,1.840765,1.38E-05
1.841559,-1.66E-05,1.841559,1.38E-05
1.842353,-1.43E-05,1.842353,1.38E-05
1.843147,-1.04E-05,1.843147,1.38E-05
1.843941,-3.52E-06,1.843941,1.38E-05
1.844735,1.51E-06,1.844735,1.38E-05
1.845529,-2.18E-06,1.845529,1.38E-05
1.846323,-1.39E-05,1.846323,1.38E-05
1.847118,-1.90E-05,1.847118,1.38E-05
1.847912,-1.49E-05,1.847912,1.38E-05
1.848706,-1.06E-05,1.848706,1.38E-05
1.8495,-1.39E-05,1.8495,1.38E-05
1.850294,-1.96E-05,1.850294,1.38E-05
1.851088,-2.45E-05,1.851088,1.38E-05
1.851882,-3.09E-05,1.851882,1.39E-05
1.852676,-3.37E-05,1.852676,1.40E-05
1.853471,-3.19E-05,1.853471,1.41E-05
1.854265,-2.47E-05,1.854265,1.42E-05
1.855059,-1.81E-05,1.855059,1.43E-05
1.855853,-1.53E-05,1.855853,1.43E-05
1.856647,-1.17E-05,1.856647,1.43E-05
1.857441,-1.26E-05,1.857441,1.43E-05
1.858235,-2.10E-05,1.858235,1.43E-05
1.859029,-1.96E-05,1.859029,1.43E-05
1.859823,-1.16E-05,1.859823,1.44E-05
1.860618,-9.23E-06,1.860618,1.44E-05
1.861412,-1.71E-05,1.861412,1.44E-05
1.862206,-1.53E-05,1.862206,1.44E-05
1.863,1.51E-06,1.863,1.44E-05
1.863794,9.23E-06,1.863794,1.44E-05
1.864588,1.39E-05,1.864588,1.44E-05
1.865382,1.54E-05,1.865382,1.45E-05
1.866176,1.86E-05,1.866176,1.45E-05
1.866971,1.39E-05,1.866971,1.45E-05
1.867765,1.28E-05,1.867765,1.45E-05
1.868559,1.41E-05,1.868559,1.46E-05
1.869353,1.73E-05,1.869353,1.46E-05
1.870147,1.09E-05,1.870147,1.46E-05
1.870941,3.36E-06,1.870941,1.45E-05
1.871735,4.53E-06,1.871735,1.45E-05
1.872529,1.17E-06,1.872529,1.45E-05
1.873324,-1.78E-05,1.873324,1.44E-05
1.874118,-1.56E-05,1.874118,1.45E-05
1.874912,-1.09E-05,1.874912,1.45E-05
1.875706,-1.04E-05,1.875706,1.44E-05
1.8765,-8.90E-06,1.8765,1.44E-05
1.877294,-8.39E-07,1.877294,1.44E-05
1.878088,4.36E-06,1.878088,1.44E-05
1.878882,7.05E-06,1.878882,1.44E-05
1.879676,8.39E-07,1.879676,1.44E-05
1.880471,-8.22E-06,1.880471,1.44E-05
1.881265,-1.06E-05,1.881265,1.44E-05
1.882059,-1.80E-05,1.882059,1.45E-05
1.882853,-1.38E-05,1.882853,1.45E-05
1.883647,1.51E-06,1.883647,1.44E-05
1.884441,7.55E-06,1.884441,1.43E-05
1.885235,6.88E-06,1.885235,1.42E-05
1.886029,1.17E-06,1.886029,1.42E-05
1.886824,-1.02E-05,1.886824,1.42E-05
1.887618,-3.61E-05,1.887618,1.42E-05
1.888412,-4.68E-05,1.888412,1.43E-05
1.889206,-2.70E-05,1.889206,1.46E-05
1.89,-7.55E-06,1.89,1.46E-05
1.890794,3.19E-06,1.890794,1.46E-05
1.891588,2.18E-06,1.891588,1.46E-05
1.892382,-1.02E-05,1.892382,1.46E-05
1.893176,-1.16E-05,1.893176,1.46E-05
1.893971,-7.22E-06,1.893971,1.46E-05
1.894765,-1.51E-06,1.894765,1.46E-05
1.895559,2.85E-06,1.895559,1.45E-05
1.896353,3.52E-06,1.896353,1.45E-05
1.897147,-2.52E-06,1.897147,1.45E-05
1.897941,-1.29E-05,1.897941,1.45E-05
1.898735,-1.44E-05,1.898735,1.45E-05
1.899529,-1.21E-05,1.899529,1.45E-05
1.900324,-1.09E-05,1.900324,1.45E-05
1.901118,-8.22E-06,1.901118,1.45E-05
1.901912,-6.88E-06,1.901912,1.44E-05
1.902706,-3.52E-06,1.902706,1.44E-05
1.9035,-2.18E-06,1.9035,1.44E-05
1.904294,-8.39E-07,1.904294,1.44E-05
1.905088,-1.01E-06,1.905088,1.44E-05
1.905882,5.20E-06,1.905882,1.44E-05
1.906676,7.89E-06,1.906676,1.43E-05
1.907471,6.21E-06,1.907471,1.44E-05
1.908265,-1.85E-06,1.908265,1.44E-05
1.909059,-1.24E-05,1.909059,1.43E-05
1.909853,-1.19E-05,1.909853,1.43E-05
1.910647,-2.52E-06,1.910647,1.44E-05
1.911441,-1.68E-06,1.911441,1.44E-05
