X[s],"R BICEPS BRACHII: EMG 5",X[s],"R BICEPS BRACHII: EMG 5->filter (FilterSlidingRMS21)"
1.269794,-9.315633E-05,1.269794,3.091098E-05
1.270588,-0.0001092699,1.270588,3.13547E-05
1.271382,-8.426032E-05,1.271382,3.195437E-05
1.272177,-1.594568E-05,1.272177,3.229942E-05
1.272971,8.073549E-05,1.272971,3.229835E-05
1.273765,0.0001515679,1.273765,3.260723E-05
1.274559,0.0001619745,1.274559,3.370595E-05
1.275353,0.0001216907,1.275353,3.49198E-05
1.276147,4.682994E-05,1.276147,3.558612E-05
1.276941,-4.531929E-06,1.276941,3.567504E-05
1.277735,-2.937362E-05,1.277735,3.566412E-05
1.278529,-4.213016E-05,1.278529,3.569825E-05
1.279323,-5.421531E-05,1.279323,3.576717E-05
1.280118,-4.313725E-05,1.280118,3.587731E-05
1.280912,-2.568093E-05,1.280912,3.593839E-05
1.281706,-2.131685E-05,1.281706,3.594279E-05
1.2825,-2.635233E-05,1.2825,3.593216E-05
1.283294,-2.786297E-05,1.283294,3.592556E-05
1.284088,-2.836652E-05,1.284088,3.591346E-05
1.284882,-2.719158E-05,1.284882,3.59073E-05
1.285676,-2.232395E-05,1.285676,3.591799E-05
1.286471,-1.963836E-05,1.286471,3.593953E-05
1.287265,-1.812772E-05,1.287265,3.593981E-05
1.288059,-1.661708E-05,1.288059,3.591658E-05
1.288853,-1.393149E-05,1.288853,3.590639E-05
1.289647,-5.539025E-06,1.289647,3.590639E-05
1.290441,7.049668E-06,1.290441,3.590279E-05
1.291235,6.042573E-06,1.291235,3.590328E-05
1.292029,1.174945E-06,1.292029,3.59048E-05
1.292824,-1.174945E-06,1.292824,3.590296E-05
1.293618,-6.378271E-06,1.293618,3.589561E-05
1.294412,-1.05745E-05,1.294412,3.588901E-05
1.295206,-1.258869E-05,1.295206,3.588019E-05
1.296,-1.560998E-05,1.296,3.586093E-05
1.296794,-1.661708E-05,1.296794,3.583559E-05
1.297588,-2.21561E-05,1.297588,3.582262E-05
1.298382,-2.333104E-05,1.298382,3.583517E-05
1.299176,-2.887007E-05,1.299176,3.585154E-05
1.299971,-3.524834E-05,1.299971,3.588074E-05
1.300765,-4.53193E-05,1.300765,3.59248E-05
1.301559,-4.582284E-05,1.301559,3.600199E-05
1.302353,-3.675899E-05,1.302353,3.608155E-05
1.303147,-1.560998E-05,1.303147,3.612471E-05
1.303941,7.553216E-06,1.303941,3.611479E-05
1.304735,2.131685E-05,1.304735,3.609499E-05
1.305529,2.887007E-05,1.305529,3.609068E-05
1.306324,3.256275E-05,1.306324,3.611575E-05
1.307118,2.719158E-05,1.307118,3.615511E-05
1.307912,2.165255E-05,1.307912,3.617576E-05
1.308706,1.15816E-05,1.308706,3.618805E-05
1.3095,-2.517739E-06,1.3095,3.619355E-05
1.310294,-4.531929E-06,1.310294,3.619338E-05
1.311088,-1.174945E-06,1.311088,3.619384E-05
1.311882,-2.853437E-06,1.311882,3.619385E-05
1.312676,-4.531929E-06,1.312676,3.619421E-05
1.313471,-5.874723E-06,1.313471,3.619511E-05
1.314265,-5.203327E-06,1.314265,3.619444E-05
1.315059,-9.903105E-06,1.315059,3.619467E-05
1.315853,-1.493858E-05,1.315853,3.619888E-05
1.316647,-1.493858E-05,1.316647,3.620869E-05
1.317441,-1.09102E-05,1.317441,3.62185E-05
1.318235,-1.225299E-05,1.318235,3.622324E-05
1.319029,-1.09102E-05,1.319029,3.622814E-05
1.319824,-6.210422E-06,1.319824,3.622603E-05
1.320618,-1.678492E-07,1.320618,3.619481E-05
1.321412,4.196231E-06,1.321412,3.607933E-05
1.322206,1.510643E-06,1.322206,3.576287E-05
1.323,-5.539025E-06,1.323,3.527589E-05
1.323794,-1.09102E-05,1.323794,3.499883E-05
1.324588,-1.728847E-05,1.324588,3.499948E-05
1.325382,-1.644922E-05,1.325382,3.469514E-05
1.326176,-1.393149E-05,1.326176,3.371733E-05
1.326971,-1.779202E-05,1.326971,3.256338E-05
1.327765,-1.393149E-05,1.327765,3.198446E-05
1.328559,-1.493858E-05,1.328559,3.193854E-05
1.329353,-1.628138E-05,1.329353,3.193477E-05
1.330147,-1.493858E-05,1.330147,3.187681E-05
1.330941,-1.309224E-05,1.330941,3.178447E-05
1.331735,-1.527428E-05,1.331735,3.166152E-05
1.332529,-1.493858E-05,1.332529,3.159626E-05
1.333323,-1.292439E-05,1.333323,3.157928E-05
1.334118,-1.275654E-05,1.334118,3.157488E-05
1.334912,-1.359579E-05,1.334912,3.158103E-05
1.335706,-1.15816E-05,1.335706,3.159003E-05
1.3365,-6.042573E-06,1.3365,3.159668E-05
1.337294,2.349889E-06,1.337294,3.159697E-05
1.338088,9.567407E-06,1.338088,3.159498E-05
1.338882,4.36408E-06,1.338882,3.159732E-05
1.339676,3.692683E-06,1.339676,3.159578E-05
1.340471,3.860533E-06,1.340471,3.159441E-05
1.341265,1.007095E-06,1.341265,3.159311E-05
1.342059,-1.393149E-05,1.342059,3.158961E-05
1.342853,-2.500954E-05,1.342853,3.159599E-05
1.343647,-2.702373E-05,1.343647,3.162409E-05
1.344441,-2.954147E-05,1.344441,3.16589E-05
1.345235,-3.23949E-05,1.345235,3.169784E-05
1.346029,-2.618448E-05,1.346029,3.174124E-05
1.346823,-2.265965E-05,1.346823,3.175628E-05
1.347618,-2.030976E-05,1.347618,3.174072E-05
1.348412,-2.081331E-05,1.348412,3.168982E-05
1.349206,-2.500954E-05,1.349206,3.165718E-05
1.35,-1.846342E-05,1.35,3.166579E-05
1.350794,5.035477E-07,1.350794,3.168019E-05
1.351588,2.265965E-05,1.351588,3.16802E-05
1.352382,3.40734E-05,1.352382,3.170598E-05
1.353176,4.179446E-05,1.353176,3.176412E-05
1.353971,4.179446E-05,1.353971,3.185156E-05
1.354765,2.870222E-05,1.354765,3.193873E-05
1.355559,1.930266E-05,1.355559,3.197693E-05
1.356353,1.09102E-05,1.356353,3.199276E-05
1.357147,1.510643E-06,1.357147,3.199849E-05
1.357941,-6.378271E-06,1.357941,3.199836E-05
1.358735,-8.392462E-06,1.358735,3.199446E-05
1.359529,-1.493858E-05,1.359529,3.19946E-05
1.360324,-2.165255E-05,1.360324,3.200299E-05
1.361118,-2.433814E-05,1.361118,3.202372E-05
1.361912,-3.004501E-05,1.361912,3.204967E-05
1.362706,-3.054856E-05,1.362706,3.208187E-05
1.3635,-3.004501E-05,1.3635,3.211125E-05
1.364294,-2.836652E-05,1.364294,3.214934E-05
1.365088,-2.500954E-05,1.365088,3.218364E-05
1.365882,-2.18204E-05,1.365882,3.220588E-05
1.366676,-2.484169E-05,1.366676,3.221685E-05
1.367471,-2.803082E-05,1.367471,3.223257E-05
1.368265,-2.652018E-05,1.368265,3.226108E-05
1.369059,-2.719158E-05,1.369059,3.228837E-05
1.369853,-2.635233E-05,1.369853,3.231502E-05
1.370647,-2.433814E-05,1.370647,3.23392E-05
1.371441,-1.829557E-05,1.371441,3.235881E-05
1.372235,-1.628138E-05,1.372235,3.237045E-05
1.373029,-2.568093E-05,1.373029,3.238232E-05
1.373824,-3.591974E-05,1.373824,3.241462E-05
1.374618,-5.757229E-05,1.374618,3.247744E-05
1.375412,-8.761731E-05,1.375412,3.263932E-05
1.376206,-0.0001012131,1.376206,3.301161E-05
1.377,-7.502861E-05,1.377,3.350126E-05
1.377794,1.678492E-06,1.377794,3.376508E-05
1.378588,0.0001062486,1.378588,3.376228E-05
1.379382,0.0001754025,1.379382,3.428433E-05
1.380176,0.0001827878,1.380176,3.566919E-05
1.380971,0.0001411612,1.380971,3.710943E-05
1.381765,6.462196E-05,1.381765,3.793265E-05
1.382559,-4.196231E-06,1.382559,3.808279E-05
1.383353,-3.776608E-05,1.383353,3.805298E-05
1.384147,-4.548714E-05,1.384147,3.809179E-05
1.384941,-5.606165E-05,1.384941,3.817536E-05
1.385735,-4.985122E-05,1.385735,3.830511E-05
1.386529,-3.172351E-05,1.386529,3.839588E-05
1.387323,-2.702373E-05,1.387323,3.841936E-05
1.388118,-2.719158E-05,1.388118,3.844658E-05
1.388912,-2.165255E-05,1.388912,3.84755E-05
1.389706,-1.980621E-05,1.389706,3.849233E-05
1.3905,-2.232395E-05,1.3905,3.85077E-05
1.391294,-2.047761E-05,1.391294,3.852828E-05
1.392088,-1.963836E-05,1.392088,3.854558E-05
1.392882,-1.963836E-05,1.392882,3.856039E-05
1.393676,-1.896696E-05,1.393676,3.857253E-05
1.394471,-1.258869E-05,1.394471,3.857432E-05
1.395265,-7.553216E-06,1.395265,3.856601E-05
1.396059,-3.860533E-06,1.396059,3.854652E-05
1.396853,-6.881819E-06,1.396853,3.85188E-05
1.397647,-6.881819E-06,1.397647,3.850792E-05
1.398441,-7.049668E-06,1.398441,3.850661E-05
1.399235,-1.05745E-05,1.399235,3.850768E-05
1.400029,-1.12459E-05,1.400029,3.851034E-05
1.400823,-1.661708E-05,1.400823,3.851138E-05
1.401618,-1.762417E-05,1.401618,3.851642E-05
1.402412,-1.577783E-05,1.402412,3.85169E-05
1.403206,-1.795987E-05,1.403206,3.849233E-05
1.404,-2.030976E-05,1.404,3.846225E-05
1.404794,-2.131685E-05,1.404794,3.845743E-05
1.405588,-1.393149E-05,1.405588,3.847131E-05
1.406382,-1.15816E-05,1.406382,3.847925E-05
1.407176,-1.309224E-05,1.407176,3.848153E-05
1.407971,-1.443504E-05,1.407971,3.847875E-05
1.408765,-2.198825E-05,1.408765,3.847855E-05
1.409559,-2.568093E-05,1.409559,3.849528E-05
1.410353,-2.165255E-05,1.410353,3.85185E-05
1.411147,-1.527428E-05,1.411147,3.853572E-05
1.411941,-1.594568E-05,1.411941,3.854533E-05
1.412735,-1.292439E-05,1.412735,3.855532E-05
1.413529,-1.02388E-05,1.413529,3.855883E-05
1.414324,-1.05745E-05,1.414324,3.854777E-05
1.415118,-4.36408E-06,1.415118,3.853478E-05
1.415912,3.860533E-06,1.415912,3.851528E-05
1.416706,1.326009E-05,1.416706,3.847248E-05
1.4175,2.064546E-05,1.4175,3.840268E-05
1.418294,2.265965E-05,1.418294,3.825226E-05
1.419088,1.963836E-05,1.419088,3.795166E-05
1.419882,1.628138E-05,1.419882,3.747767E-05
1.420676,8.560311E-06,1.420676,3.706573E-05
1.421471,5.203327E-06,1.421471,3.696341E-05
1.422265,2.517739E-06,1.422265,3.691551E-05
1.423059,-2.014191E-06,1.423059,3.632233E-05
1.423853,-6.54612E-06,1.423853,3.516336E-05
1.424647,-1.107805E-05,1.424647,3.405138E-05
1.425441,-9.567407E-06,1.425441,3.364595E-05
1.426235,-9.567407E-06,1.426235,3.360802E-05
1.427029,-1.426719E-05,1.427029,3.360989E-05
1.427824,-1.762417E-05,1.427824,3.358578E-05
1.428618,-1.762417E-05,1.428618,3.350518E-05
1.429412,-1.628138E-05,1.429412,3.342004E-05
1.430206,-1.376364E-05,1.430206,3.340207E-05
1.431,-1.493858E-05,1.431,3.338874E-05
1.431794,-1.963836E-05,1.431794,3.337561E-05
1.432588,-1.628138E-05,1.432588,3.336988E-05
1.433382,-4.867628E-06,1.433382,3.335105E-05
1.434176,9.903105E-06,1.434176,3.33119E-05
1.434971,2.735943E-05,1.434971,3.327146E-05
1.435765,3.172351E-05,1.435765,3.325912E-05
1.436559,2.400244E-05,1.436559,3.326693E-05
1.437353,1.05745E-05,1.437353,3.324427E-05
1.438147,-1.007095E-06,1.438147,3.319176E-05
1.438941,-1.225299E-05,1.438941,3.313328E-05
1.439735,-1.661708E-05,1.439735,3.309709E-05
1.440529,-2.030976E-05,1.440529,3.308188E-05
1.441324,-2.098116E-05,1.441324,3.308562E-05
1.442118,-1.779202E-05,1.442118,3.309769E-05
1.442912,-1.728847E-05,1.442912,3.310966E-05
1.443706,-1.695277E-05,1.443706,3.312354E-05
1.4445,-1.728847E-05,1.4445,3.313713E-05
1.445294,-1.963836E-05,1.445294,3.315147E-05
1.446088,-2.030976E-05,1.446088,3.316999E-05
1.446882,-2.165255E-05,1.446882,3.318907E-05
1.447676,-2.047761E-05,1.447676,3.321147E-05
1.448471,-1.779202E-05,1.448471,3.323141E-05
1.449265,-1.443504E-05,1.449265,3.324635E-05
1.450059,-1.695277E-05,1.450059,3.325548E-05
1.450853,-1.275654E-05,1.450853,3.326885E-05
1.451647,-9.903105E-06,1.451647,3.327542E-05
1.452441,-1.15816E-05,1.452441,3.327726E-05
1.453235,-1.107805E-05,1.453235,3.327462E-05
1.454029,-6.210422E-06,1.454029,3.327075E-05
1.454823,-4.531929E-06,1.454823,3.325884E-05
1.455618,-5.203327E-06,1.455618,3.324006E-05
1.456412,-5.539025E-06,1.456412,3.322648E-05
1.457206,-7.553216E-06,1.457206,3.321418E-05
1.458,-1.141375E-05,1.458,3.320115E-05
1.458794,-1.560998E-05,1.458794,3.319621E-05
1.459588,-2.098116E-05,1.459588,3.318811E-05
1.460382,-2.366674E-05,1.460382,3.317717E-05
1.461176,-2.970932E-05,1.461176,3.318293E-05
1.461971,-3.121996E-05,1.461971,3.321883E-05
1.462765,-2.702373E-05,1.462765,3.326503E-05
1.463559,-2.534523E-05,1.463559,3.329318E-05
1.464353,-2.265965E-05,1.464353,3.331671E-05
1.465147,-2.064546E-05,1.465147,3.332724E-05
1.465941,-1.560998E-05,1.465941,3.33295E-05
1.466735,-1.560998E-05,1.466735,3.332685E-05
1.467529,-1.141375E-05,1.467529,3.332923E-05
1.468323,-8.224612E-06,1.468323,3.332117E-05
1.469118,-8.89601E-06,1.469118,3.33125E-05
1.469912,-1.174945E-06,1.469912,3.331144E-05
1.470706,2.517739E-06,1.470706,3.331073E-05
1.4715,-4.531929E-06,1.4715,3.331064E-05
1.472294,-1.426719E-05,1.472294,3.331103E-05
1.473088,-9.903105E-06,1.473088,3.331803E-05
1.473882,1.510643E-06,1.473882,3.331253E-05
1.474676,5.706874E-06,1.474676,3.328509E-05
1.475471,3.189136E-06,1.475471,3.324246E-05
1.476265,-5.035477E-07,1.476265,3.321134E-05
1.477059,-9.567407E-06,1.477059,3.319864E-05
1.477853,-1.762417E-05,1.477853,3.3198E-05
1.478647,-1.628138E-05,1.478647,3.321004E-05
1.479441,-9.567407E-06,1.479441,3.322236E-05
1.480235,-1.174945E-06,1.480235,3.322655E-05
1.481029,6.881819E-06,1.481029,3.322661E-05
1.481824,1.326009E-05,1.481824,3.322858E-05
1.482618,1.963836E-05,1.482618,3.323553E-05
1.483412,2.165255E-05,1.483412,3.325174E-05
1.484206,1.795987E-05,1.484206,3.32712E-05
1.485,1.510643E-05,1.485,3.328313E-05
1.485794,1.460288E-05,1.485794,3.328647E-05
1.486588,9.903105E-06,1.486588,3.327561E-05
1.487382,4.028382E-06,1.487382,3.325195E-05
1.488176,-2.349889E-06,1.488176,3.322849E-05
1.488971,-8.224612E-06,1.488971,3.320152E-05
1.489765,-1.359579E-05,1.489765,3.31794E-05
1.490559,-1.661708E-05,1.490559,3.315321E-05
1.491353,-1.510643E-05,1.491353,3.312212E-05
1.492147,-1.493858E-05,1.492147,3.309348E-05
1.492941,-1.527428E-05,1.492941,3.307764E-05
1.493735,-1.493858E-05,1.493735,3.308613E-05
1.494529,-1.930266E-05,1.494529,3.308964E-05
1.495324,-1.644922E-05,1.495324,3.3098E-05
1.496118,-1.225299E-05,1.496118,3.310692E-05
1.496912,-1.12459E-05,1.496912,3.311407E-05
1.497706,-1.242084E-05,1.497706,3.310493E-05
1.4985,-1.208515E-05,1.4985,3.30938E-05
1.499294,-1.426719E-05,1.499294,3.308935E-05
1.500088,-1.661708E-05,1.500088,3.308505E-05
1.500882,-1.493858E-05,1.500882,3.307782E-05
1.501676,-1.12459E-05,1.501676,3.306634E-05
1.502471,-8.560311E-06,1.502471,3.305913E-05
1.503265,-1.12459E-05,1.503265,3.305503E-05
1.504059,-1.661708E-05,1.504059,3.304938E-05
1.504853,-1.460288E-05,1.504853,3.305887E-05
1.505647,-1.661708E-05,1.505647,3.306875E-05
1.506441,-2.970932E-05,1.506441,3.30727E-05
1.507235,-4.313725E-05,1.507235,3.30886E-05
1.508029,-6.092927E-05,1.508029,3.315037E-05
1.508824,-8.845655E-05,1.508824,3.330785E-05
1.509618,-0.0001005417,1.509618,3.367215E-05
1.510412,-7.217517E-05,1.510412,3.414355E-05
1.511206,-7.553216E-06,1.511206,3.438439E-05
1.512,8.92958E-05,1.512,3.438698E-05
1.512794,0.0001579461,1.512794,3.474914E-05
1.513588,0.0001700313,1.513588,3.585897E-05
1.514382,0.0001260548,1.514382,3.710016E-05
1.515176,4.901198E-05,1.515176,3.775204E-05
1.515971,-2.517739E-06,1.515971,3.783289E-05
1.516765,-2.752728E-05,1.516765,3.780752E-05
1.517559,-3.390555E-05,1.517559,3.779101E-05
1.518353,-4.985122E-05,1.518353,3.774702E-05
1.519147,-4.448005E-05,1.519147,3.766255E-05
1.519941,-3.20592E-05,1.519941,3.737822E-05
1.520735,-3.30663E-05,1.520735,3.691043E-05
1.521529,-3.054856E-05,1.521529,3.665039E-05
1.522323,-2.937362E-05,1.522323,3.667987E-05
1.523118,-3.138781E-05,1.523118,3.643353E-05
1.523912,-2.601663E-05,1.523912,3.545953E-05
1.524706,-2.198825E-05,1.524706,3.429257E-05
1.5255,-1.863127E-05,1.5255,3.362081E-05
1.526294,-1.527428E-05,1.526294,3.353327E-05
1.527088,-1.225299E-05,1.527088,3.354337E-05
1.527882,-1.258869E-05,1.527882,3.350952E-05
1.528676,-1.359579E-05,1.528676,3.343262E-05
1.529471,-1.577783E-05,1.529471,3.330117E-05
1.530265,-1.913481E-05,1.530265,3.322401E-05
1.531059,-1.829557E-05,1.531059,3.320994E-05
1.531853,-1.779202E-05,1.531853,3.32042E-05
1.532647,-1.258869E-05,1.532647,3.318608E-05
1.533441,-1.393149E-05,1.533441,3.315642E-05
1.534235,-1.661708E-05,1.534235,3.312708E-05
1.535029,-1.762417E-05,1.535029,3.31048E-05
1.535823,-1.695277E-05,1.535823,3.309577E-05
1.536618,-1.628138E-05,1.536618,3.309104E-05
1.537412,-1.493858E-05,1.537412,3.308798E-05
1.538206,-2.198825E-05,1.538206,3.308544E-05
1.539,-3.541619E-05,1.539,3.309936E-05
1.539794,-3.575189E-05,1.539794,3.315818E-05
1.540588,-1.628138E-05,1.540588,3.321712E-05
1.541382,1.829557E-05,1.541382,3.322808E-05
1.542176,4.750134E-05,1.542176,3.324405E-05
1.542971,5.62295E-05,1.542971,3.335188E-05
1.543765,5.287251E-05,1.543765,3.350057E-05
1.544559,4.800488E-05,1.544559,3.362789E-05
1.545353,4.313725E-05,1.545353,3.372935E-05
1.546147,3.474479E-05,1.546147,3.380561E-05
1.546941,2.1149E-05,1.546941,3.384944E-05
1.547735,2.853437E-06,1.547735,3.384738E-05
1.548529,-3.860533E-06,1.548529,3.382215E-05
1.549324,-1.359579E-05,1.549324,3.378359E-05
1.550118,-2.299535E-05,1.550118,3.37337E-05
1.550912,-2.299535E-05,1.550912,3.366164E-05
1.551706,-2.433814E-05,1.551706,3.358724E-05
1.5525,-3.105211E-05,1.5525,3.355124E-05
1.553294,-3.575189E-05,1.553294,3.358543E-05
1.554088,-3.541619E-05,1.554088,3.364327E-05
1.554882,-3.289845E-05,1.554882,3.368111E-05
1.555676,-2.803082E-05,1.555676,3.369288E-05
1.556471,-2.568093E-05,1.556471,3.367989E-05
1.557265,-2.836652E-05,1.557265,3.367612E-05
1.558059,-2.635233E-05,1.558059,3.369199E-05
1.558853,-2.601663E-05,1.558853,3.371846E-05
1.559647,-2.333104E-05,1.559647,3.375012E-05
1.560441,-1.913481E-05,1.560441,3.377482E-05
1.561235,-1.863127E-05,1.561235,3.379201E-05
1.562029,-2.030976E-05,1.562029,3.380798E-05
1.562824,-2.803082E-05,1.562824,3.382644E-05
1.563618,-3.508049E-05,1.563618,3.386178E-05
1.564412,-2.937362E-05,1.564412,3.391833E-05
1.565206,-2.131685E-05,1.565206,3.395422E-05
1.566,-1.779202E-05,1.566,3.396506E-05
1.566794,-1.12459E-05,1.566794,3.396944E-05
1.567588,-3.692683E-06,1.567588,3.396979E-05
1.568382,8.560311E-06,1.568382,3.396339E-05
1.569176,1.661708E-05,1.569176,3.396124E-05
1.569971,1.258869E-05,1.569971,3.397238E-05
1.570765,7.888914E-06,1.570765,3.39798E-05
1.571559,2.349889E-06,1.571559,3.398189E-05
1.572353,-3.356985E-07,1.572353,3.398205E-05
1.573147,-3.860533E-06,1.573147,3.398061E-05
1.573941,-1.258869E-05,1.573941,3.397574E-05
1.574735,-1.527428E-05,1.574735,3.396915E-05
1.575529,-7.553216E-06,1.575529,3.39674E-05
1.576324,-7.217518E-06,1.576324,3.396098E-05
1.577118,-1.09102E-05,1.577118,3.394858E-05
1.577912,-8.056763E-06,1.577912,3.394506E-05
1.578706,-5.539025E-06,1.578706,3.393763E-05
1.5795,3.356985E-07,1.5795,3.392663E-05
1.580294,4.531929E-06,1.580294,3.391616E-05
1.581088,6.54612E-06,1.581088,3.390908E-05
1.581882,6.54612E-06,1.581882,3.390013E-05
1.582676,-1.678492E-06,1.582676,3.389166E-05
1.583471,-1.05745E-05,1.583471,3.388395E-05
1.584265,-9.903105E-06,1.584265,3.388156E-05
1.585059,-9.567407E-06,1.585059,3.387748E-05
1.585853,-9.567407E-06,1.585853,3.387547E-05
1.586647,-7.217518E-06,1.586647,3.387806E-05
1.587441,-1.443504E-05,1.587441,3.388025E-05
1.588235,-2.299535E-05,1.588235,3.388574E-05
1.589029,-2.702373E-05,1.589029,3.390968E-05
1.589823,-2.601663E-05,1.589823,3.394332E-05
1.590618,-2.584878E-05,1.590618,3.397436E-05
1.591412,-1.728847E-05,1.591412,3.400562E-05
1.592206,-1.460288E-05,1.592206,3.401053E-05
1.593,-1.326009E-05,1.593,3.399122E-05
1.593794,-1.258869E-05,1.593794,3.396523E-05
1.594588,-8.89601E-06,1.594588,3.393173E-05
1.595382,-7.721065E-06,1.595382,3.388617E-05
1.596177,-8.392462E-06,1.596177,3.385674E-05
1.596971,-9.567407E-06,1.596971,3.38359E-05
1.597765,-1.107805E-05,1.597765,3.382079E-05
1.598559,-7.888914E-06,1.598559,3.380617E-05
1.599353,-4.867628E-06,1.599353,3.377963E-05
1.600147,-8.560311E-06,1.600147,3.376467E-05
1.600941,-1.12459E-05,1.600941,3.376812E-05
1.601735,-1.326009E-05,1.601735,3.374986E-05
1.602529,-1.930266E-05,1.602529,3.370335E-05
1.603323,-1.795987E-05,1.603323,3.363836E-05
1.604118,-1.225299E-05,1.604118,3.357087E-05
1.604912,-3.189136E-06,1.604912,3.35389E-05
1.605706,3.860533E-06,1.605706,3.352169E-05
1.6065,1.12459E-05,1.6065,3.351675E-05
1.607294,1.661708E-05,1.607294,3.352264E-05
1.608088,1.930266E-05,1.608088,3.353383E-05
1.608882,2.131685E-05,1.608882,3.354817E-05
1.609676,1.896696E-05,1.609676,3.355914E-05
1.610471,1.460288E-05,1.610471,3.355397E-05
1.611265,7.553216E-06,1.611265,3.353597E-05
1.612059,4.196231E-06,1.612059,3.349579E-05
1.612853,6.881819E-06,1.612853,3.345224E-05
1.613647,7.888914E-06,1.613647,3.34115E-05
1.614441,3.356985E-06,1.614441,3.33761E-05
1.615235,1.678492E-07,1.615235,3.334678E-05
1.616029,-3.356985E-06,1.616029,3.332404E-05
1.616824,-7.217518E-06,1.616824,3.329508E-05
1.617618,-1.242084E-05,1.617618,3.325997E-05
1.618412,-2.333104E-05,1.618412,3.323367E-05
1.619206,-2.920577E-05,1.619206,3.322433E-05
1.62,-4.112306E-05,1.62,3.323193E-05
1.620794,-5.857939E-05,1.620794,3.328453E-05
1.621588,-8.140688E-05,1.621588,3.343236E-05
1.622382,-0.0001116197,1.622382,3.373401E-05
1.623176,-0.0001418326,1.623176,3.428646E-05
1.623971,-0.0001326009,1.623971,3.514993E-05
1.624765,-6.999313E-05,1.624765,3.579048E-05
1.625559,2.618448E-05,1.625559,3.566668E-05
1.626353,0.0001210193,1.626353,3.523736E-05
1.627147,0.0001683528,1.627147,3.564248E-05
1.627941,0.0001587854,1.627941,3.688686E-05
1.628735,9.98703E-05,1.628735,3.748312E-05
1.629529,3.23949E-05,1.629529,3.658918E-05
1.630324,-6.881819E-06,1.630324,3.515259E-05
1.631118,-2.316319E-05,1.631118,3.424026E-05
1.631912,-3.27306E-05,1.631912,3.407058E-05
1.632706,-4.582284E-05,1.632706,3.411979E-05
1.6335,-3.776608E-05,1.6335,3.415121E-05
1.634294,-2.299535E-05,1.634294,3.412122E-05
1.635088,-1.040665E-05,1.635088,3.399901E-05
1.635882,6.881819E-06,1.635882,3.38875E-05
1.636676,1.762417E-05,1.636676,3.384241E-05
1.637471,7.721065E-06,1.637471,3.382266E-05
1.638265,-5.539025E-06,1.638265,3.379064E-05
1.639059,-1.359579E-05,1.639059,3.376999E-05
1.639853,-1.762417E-05,1.639853,3.37602E-05
1.640647,-2.467384E-05,1.640647,3.375134E-05
1.641441,-2.668803E-05,1.641441,3.376028E-05
1.642235,-2.719158E-05,1.642235,3.377568E-05
1.643029,-2.618448E-05,1.643029,3.379236E-05
1.643824,-2.534523E-05,1.643824,3.380771E-05
1.644618,-2.299535E-05,1.644618,3.383049E-05
1.645412,-2.584878E-05,1.645412,3.385269E-05
1.646206,-2.635233E-05,1.646206,3.38834E-05
1.647,-2.316319E-05,1.647,3.39138E-05
1.647794,-1.930266E-05,1.647794,3.393676E-05
1.648588,-1.577783E-05,1.648588,3.395191E-05
1.649382,-1.544213E-05,1.649382,3.395833E-05
1.650176,-8.89601E-06,1.650176,3.396358E-05
1.650971,-2.853437E-06,1.650971,3.395435E-05
1.651765,-1.678492E-06,1.651765,3.394016E-05
1.652559,-6.881819E-06,1.652559,3.392861E-05
1.653353,-1.359579E-05,1.653353,3.391569E-05
1.654147,-1.560998E-05,1.654147,3.3905E-05
1.654941,-1.292439E-05,1.654941,3.38951E-05
1.655735,-7.553216E-06,1.655735,3.389383E-05
1.656529,-7.553216E-06,1.656529,3.389021E-05
1.657323,-8.224612E-06,1.657323,3.388484E-05
1.658118,-8.224612E-06,1.658118,3.387822E-05
1.658912,-9.063859E-06,1.658912,3.385867E-05
1.659706,-8.89601E-06,1.659706,3.383151E-05
1.6605,-9.567407E-06,1.6605,3.381316E-05
1.661294,-1.007095E-05,1.661294,3.380649E-05
1.662088,-1.05745E-05,1.662088,3.379929E-05
1.662882,-7.553216E-06,1.662882,3.379668E-05
1.663677,1.007095E-06,1.663677,3.379443E-05
1.664471,4.36408E-06,1.664471,3.378921E-05
1.665265,5.539025E-06,1.665265,3.378921E-05
1.666059,4.531929E-06,1.666059,3.378995E-05
1.666853,4.196231E-06,1.666853,3.378264E-05
1.667647,3.860533E-06,1.667647,3.376337E-05
1.668441,5.203327E-06,1.668441,3.373985E-05
1.669235,3.356985E-07,1.669235,3.372292E-05
1.670029,-4.196231E-06,1.670029,3.371041E-05
1.670823,-4.196231E-06,1.670823,3.370778E-05
1.671618,-4.867628E-06,1.671618,3.370733E-05
1.672412,-7.553216E-06,1.672412,3.370815E-05
1.673206,-8.224612E-06,1.673206,3.371065E-05
1.674,-8.89601E-06,1.674,3.371183E-05
1.674794,-1.09102E-05,1.674794,3.370977E-05
1.675588,-1.661708E-05,1.675588,3.371107E-05
1.676382,-1.560998E-05,1.676382,3.371978E-05
1.677176,-1.409934E-05,1.677176,3.372168E-05
1.677971,-1.426719E-05,1.677971,3.37164E-05
1.678765,-1.15816E-05,1.678765,3.371134E-05
1.679559,-8.560311E-06,1.679559,3.370515E-05
1.680353,-1.19173E-05,1.680353,3.369967E-05
1.681147,-9.567407E-06,1.681147,3.369583E-05
1.681941,-7.553216E-06,1.681941,3.368193E-05
1.682735,-5.539025E-06,1.682735,3.367209E-05
1.683529,-3.860533E-06,1.683529,3.367242E-05
